5,2116e-12
8,0811e-11
2,820032e-10
5,95248e-10
1,00902658e-09
1,4986686999999997e-09
2,0186366999999993e-09
2,52652528e-09
2,9928103000000002e-09
3,38645362e-09
3,6906070000000002e-09
3,9392582e-09
4,164938400000001e-09
4,368842785999999e-09
4,528322370000001e-09
4,61149637e-09
4,61731817e-09
4,57314933e-09
4,5065359999999996e-09
4,43780631e-09
4,38129911e-09
4,3509355e-09
4,316278230000001e-09
4,20421675e-09
3,987292449999999e-09
3,706246070000001e-09
3,43621361e-09
3,2427973899999993e-09
3,1468288100000003e-09
3,0813181599999995e-09
2,94860134e-09
2,70744955e-09
2,37382242e-09
1,9813736499999997e-09
1,54621738e-09
1,0674075000000002e-09
5,663572360000002e-10
8,974202999999986e-11
-3,4235744000000007e-10
-7,528193899999999e-10
-1,1521526620000004e-09
-1,5122147920000004e-09
-1,80218851e-09
-2,00498786e-09
-2,12762321e-09
-2,2009942e-09
-2,2538814900000003e-09
-2,32971177e-09
-2,4454615499999996e-09
-2,58808189e-09
-2,73705341e-09
-2,86661302e-09
-2,9831865199999997e-09
-3,1582628599999997e-09
-3,46775962e-09
-1,2103289091e-07
-1,8900235113e-06
-7,457631276939999e-06
-1,776190895167e-05
-3,2589258495029997e-05
-5,11293746007e-05
-7,23948966902e-05
-9,543082255218999e-05
-0,00011942460850987
-0,00014372308803141
-0,00016782033133125998
-0,00019134554737917998
-0,00021403362159585004
-0,00023571315811862
-0,00025627136047389
-0,0002756538306670999
-0,00029383536962409006
-0,00031082365878836
-0,00032661008438867006
-0,00034114934655635003
-0,00035438681255063
-0,00036629520525313013
-0,00037689744756566
-0,00038625477283597
-0,00039446127288887006
-0,00040162170113507
-0,00040785466538055
-0,00041325435496267
-0,00041792272320139004
-0,00042194537788431104
-0,0004254030481596741
-0,000428370084076058
-0,00043090830680994597
-0,00043307512233762505
-0,00043491753422619496
-0,0004364782403914791
-0,0004377979099670669
-0,000438908801111069
-0,000439837837219705
-0,000440608086250625
-0,000441236227748662
-0,000441739034114703
-0,000442135051000788
-0,00044243731985691
-0,00044266750060986904
-0,00044282718328223495
-0,0004429280897203451
-0,00044297225550051503
-0,000442974162759459
-0,0004429349535826129
-0,000442856623508061
-0,0004427474868588391
-0,0004426164991510451
-0,0004424605145648702
-0,00044228807861416313
-0,00044210151556142995
-0,000441903283646583
-0,00044169204032974593
-0,000441477089833074
-0,00044125506786005795
-0,00044103345863313594
-0,00044080217777027605
-0,0004405685395721451
-0,0004403287198925151
-0,0004400790124913001
-0,000439828015790703
-0,00043956917747985395
-0,0004393070114035999
-0,000439045405569296
-0,00043878392015375694
-0,00043852371511709907
-0,00043826776834305096
-0,000438018057814778
-0,00043777315355326003
-0,000437532631568907
-0,000437297941805917
-0,000437068524241122
-0,00043684220687512196
-0,00043661847368991097
-0,0004363960106816751
-0,00043617298382908956
-0,00043594960516009465
-0,0004357247286086651
-0,000435497230184123
-0,0004352683138904506
-0,0004350398197373329
-0,0004348142336912447
-0,00043459132576058107
-0,0004343701279031221
-0,0004341499691521149
-0,00043393273048665244
-0,00043371986191248626
-0,0004335139244203822
-0,0004333160140062058
-0,00043312739866918713
-0,0004329487653843071
-0,00043277803115690576
-0,00043261123499839423
-0,00043244680788708656
-0,00043228448485727066
-0,0004321255388777785
-0,00043197145293671896
-0,0004318228370268477
-0,0004316782341590385
-0,00043153429234408147
-0,0004313894265728722
-0,00043124449083283754
-0,00043110057512184356
-0,0004309595934410801
-0,00043082253081553674
-0,00043068758119547507
-0,0004305522736187566
-0,0004304152340574176
-0,00043027694850673664
-0,0004301392889983896
-0,0004300029115186062
-0,0004298671560591483
-0,0004297292596092604
-0,0004295889551965496
-0,0004294463548000826
-0,0004293036894133664
-0,0004291627930441761
-0,0004290249280918712
-0,00042888867615540276
-0,0004287512826286204
-0,0004286117585195841
-0,00042847072742317434
-0,0004283297527399018
-0,0004281903326644329
-0,0004280513250044858
-0,00042791019535517663
-0,0004277661701141722
-0,0004276202004858282
-0,00042747402546508534
-0,0004273294336550286
-0,000427188031653273
-0,0004270509288615319
-0,0004269164124758521
-0,000426781405493596
-0,00042664463362552326
-0,00042650656646327185
-0,0004263685807091921
-0,0004262321089567811
-0,000426095914711535
-0,0004259574324706212
-0,0004258158425362361
-0,00042567208280655923
-0,00042552781458474393
-0,00042538492196608193
-0,0004252449711520024
-0,0004251091302423066
-0,00042497559673640564
-0,00042484138213420874
-0,0004247052150370837
-0,0004245675959436242
-0,0004244296924526145
-0,00042429049946612245
-0,00042414771788334645
-0,00042400086530288133
-0,0004238509720256961
-0,00042369730845198835
-0,00042353817677957047
-0,0004233737643087105
-0,0004232057996423097
-0,0004230366536799834
-0,000422868514719277
-0,00042270082325834173
-0,00042253142610162607
-0,0004223598423445374
-0,0004221871869903278
-0,0004220153183389821
-0,0004218460910912229
-0,00042168100784520265
-0,00042151871389807077
-0,00042135642585374036
-0,0004211930685085106
-0,00042102914576763875
-0,00042086344622737477
-0,0004206939434901386
-0,00042052048195371117
-0,00042034450881744446
-0,00042016830288232144
-0,00041999400274808445
-0,00041982359351648053
-0,00041965830148510256
-0,0004194966172545952
-0,0004193355392254114
-0,0004191738181171059
-0,0004190119858498719
-0,0004188514238036078
-0,00041869366723824847
-0,0004185401145935718
-0,00041839190420981043
-0,0004182498150868173
-0,0004181143581244142
-0,000417985645002725
-0,00041786108458201295
-0,000417736954202119
-0,00041761143790270425
-0,00041748467760392813
-0,0004173577767057555
-0,00041723209328817213
-0,00041710874643115757
-0,0004169861678141163
-0,00041686141724791025
-0,0004167334250627
-0,0004166028883280514
-0,0004164713152535787
-0,00041634042959967714
-0,0004162117957459641
-0,00041608662853237467
-0,0004159658901996407
-0,00041585022505726986
-0,00041574002776554285
-0,0004156355318437521
-0,0004155367570327452
-0,00041544368176150027
-0,0004153561442205251
-0,00041527397354010044
-0,0004151969339703651
-0,00041512476486080697
-0,00041505722424135024
-0,00041499406469248793
-0,000414934998323697
-0,00041487976460514726
-0,00041482794310709767
-0,00041477664426879397
-0,0004147219306208068
-0,00041466192138342434
-0,0004145968175063664
-0,0004145277466191177
-0,0004144562489921544
-0,00041438376470533274
-0,0004143113519888699
-0,00041423732385233934
-0,00041415871988610594
-0,0004140744129001532
-0,0004139850947246894
-0,00041389232927918726
-0,0004137978872034256
-0,0004137034229880881
-0,0004136102759528369
-0,00041351949973793533
-0,00041343184847322453
-0,0004133478248786351
-0,0004132677778138673
-0,000413191845339585
-0,00041312008944531894
-0,0004130522729509547
-0,00041298564467669684
-0,00041291636285281614
-0,000412842611598895
-0,00041276457865534015
-0,0004126834133016966
-0,0004126006195179476
-0,0004125176423445324
-0,0004124354790612798
-0,0004123524045079538
-0,0004122654248147187
-0,00041217338111167195
-0,0004120768969387959
-0,0004119775118257612
-0,0004118767563029183
-0,00041177359827002135
-0,0004116656279474771
-0,0004115522214349364
-0,00041143445819242103
-0,00041131418292999393
-0,00041119337914754975
-0,00041107379890520433
-0,00041095686883283004
-0,000410843646560575
