2,58E-08;0,000202
1,05E-08;0,00305
1,01E-08;0,00961
0,00000002;0,01781
8,29E-09;0,02567
1,01E-08;0,03216
5,9E-09;0,03697
7,69E-09;0,04015
-1,25E-09;0,04194
3,91E-09;0,04261
1,39E-08;0,04241
5,9E-09;0,04157
5,9E-09;0,04027
-8,57E-10;0,03867
-3,64E-09;0,03687
3,52E-09;0,03497
3,52E-09;0,03302
4,31E-09;0,03108
4,91E-09;0,02917
5,3E-09;0,02732
9,68E-09;0,02555
-8,01E-09;0,02386
-1,36E-08;0,02226
-4,04E-09;0,02075
2,12E-09;0,01934
9,68E-09;0,01801
1,11E-08;0,01678
8,29E-09;0,01562
-1,42E-08;0,01455
-1,26E-08;0,01355
-9,8E-09;0,01262
-5,03E-09;0,01176
-7,02E-09;0,01096
-9,8E-09;0,01022
-1,36E-08;0,00953
-3,24E-09;0,00889
-8,57E-10;0,0083
-7,02E-09;0,00775
-1,32E-08;0,00724
-4,63E-09;0,00677
5,34E-10;0,00633
-2,61E-10;0,00592
2,92E-09;0,00554
-2,65E-09;0,00518
-4,04E-09;0,00486
-3,64E-09;0,00455
-0,000000015;0,00427
-2,65E-09;0,004
-7,42E-09;0,00376
-1,85E-09;0,00353
-1,25E-09;0,00331
-8,01E-09;0,00311
-2,73E-08;0,00293
-2,55E-08;0,00275
0;0,00259
-0,00058;0,00244
-0,000578;0,0023
-0,000576;0,00216
-0,000574;0,00204
-0,000572;0,00192
-0,00057;0,00182
-0,000568;0,00171
-0,000566;0,00162
-0,000564;0,00153
-0,000562;0,00144
-0,00056;0,00137
-0,000558;0,00129
-0,000556;0,00122
-0,000554;0,00116
-0,000552;0,0011
-0,00055;0,00104
-0,000548;0,000983
-0,000536;0,000932
-0,000517;0,000884
-0,000506;0,000838
-0,000497;0,000795
-0,000491;0,000755
-0,000485;0,000717
-0,000481;0,000681
-0,00048;0,000647
-0,000474;0,000615
-0,000472;0,000585
-0,000469;0,000556
-0,000467;0,000529
-0,000465;0,000504
-0,000463;0,00048
-0,000461;0,000457
-0,00046;0,000435
-0,000458;0,000415
-0,000457;0,000395
-0,000456;0,000377
-0,000455;0,000359
-0,000453;0,000343
-0,000452;0,000327
-0,000451;0,000312
-0,00045;0,000298
-0,00045;0,000285
-0,000449;0,000272
-0,000448;0,00026
-0,000447;0,000248
-0,000446;0,000237
-0,000446;0,000227
-0,000445;0,000217
-0,000444;0,000208
-0,000444;0,000199
-0,000443;0,00019
-0,000443;0,000182
-0,000442;0,000174
-0,000442;0,000167
-0,000441;0,00016
-0,000441;0,000153
-0,000441;0,000147
-0,00044;0,000141
-0,00044;0,000135
-0,000439;0,00013
-0,000439;0,000124
-0,000438;0,000119
-0,000438;0,000114
-0,000437;0,00011
-0,000437;0,000105
-0,000437;0,000101
-0,000436;0,0000973
-0,000436;0,0000935
-0,000436;0,0000898
-0,000436;0,0000863
-0,000436;0,000083
-0,000435;0,0000798
-0,000435;0,0000767
-0,000435;0,0000738
-0,000435;0,000071
-0,000434;0,0000683
-0,000434;0,0000657
-0,000434;0,0000632
-0,000433;0,0000609
-0,000433;0,0000586
-0,000433;0,0000564
-0,000432;0,0000543
-0,000432;0,0000523
-0,000432;0,0000504
-0,000432;0,0000486
-0,000432;0,0000468
-0,000431;0,0000451
-0,000431;0,0000435
-0,000431;0,000042
-0,000431;0,0000405
-0,000431;0,000039
-0,000431;0,0000377
-0,000431;0,0000363
-0,000431;0,0000351
-0,000431;0,0000338
-0,00043;0,0000327
-0,00043;0,0000315
-0,00043;0,0000304
-0,00043;0,0000294
-0,00043;0,0000284
-0,00043;0,0000274
-0,00043;0,0000265
-0,000429;0,0000256
-0,000429;0,0000247
-0,000429;0,0000239
-0,000429;0,0000231
-0,000429;0,0000223
-0,000429;0,0000216
-0,000429;0,0000209
-0,000428;0,0000202
-0,000428;0,0000195
-0,000428;0,0000189
-0,000428;0,0000183
-0,000428;0,0000177
-0,000428;0,0000171
-0,000427;0,0000166
-0,000427;0,000016
-0,000427;0,0000155
-0,000427;0,000015
-0,000427;0,0000146
-0,000427;0,0000141
-0,000427;0,0000137
-0,000426;0,0000132
-0,000426;0,0000128
-0,000426;0,0000124
-0,000426;0,000012
-0,000426;0,0000117
-0,000426;0,0000113
-0,000425;0,000011
-0,000425;0,0000106
-0,000425;0,0000103
-0,000425;0,00000999
-0,000425;0,00000968
-0,000425;0,00000939
-0,000425;0,00000911
-0,000425;0,00000884
-0,000424;0,00000857
-0,000424;0,00000832
-0,000424;0,00000807
-0,000424;0,00000783
-0,000424;0,0000076
-0,000424;0,00000738
-0,000423;0,00000716
-0,000423;0,00000695
-0,000423;0,00000675
-0,000423;0,00000656
-0,000423;0,00000637
-0,000423;0,00000618
-0,000423;0,00000601
-0,000423;0,00000584
-0,000422;0,00000567
-0,000422;0,00000551
-0,000422;0,00000535
-0,000422;0,0000052
-0,000422;0,00000506
-0,000421;0,00000491
-0,000421;0,00000478
-0,000421;0,00000464
-0,000421;0,00000451
-0,00042;0,00000439
-0,00042;0,00000427
-0,00042;0,00000415
-0,00042;0,00000404
-0,00042;0,00000393
-0,00042;0,00000382
-0,000419;0,00000371
